model,task,metric,layer,init,n_seeds,pre_mean,rnd_mean,mean,delta,ci_lo,ci_hi,q_value,per_seed_delta
llama31_8b,P5b_local_dependence_reg,nmae,L1,pretrained_minus_random,3,0.9705,1.0176,0.9705,-0.0471,-0.143,0.0435,,s7:+0.044;s17:-0.042;s27:-0.143
llama31_8b,P6_noise_level,balanced_accuracy,L1,pretrained_minus_random,3,0.3923,0.4673,0.3923,-0.0751,-0.0964,-0.0456,,s7:-0.096;s17:-0.083;s27:-0.046
llama31_8b,P6_noise_level,macro_f1,L1,pretrained_minus_random,3,0.3785,0.4638,0.3785,-0.0852,-0.1023,-0.0599,,s7:-0.102;s17:-0.094;s27:-0.060
llama31_8b,P7_anomaly_present,balanced_accuracy,L1,pretrained_minus_random,3,0.5859,0.6094,0.5859,-0.0234,-0.0273,-0.0195,,s7:-0.023;s17:-0.027;s27:-0.020
llama31_8b,P7_anomaly_present,macro_f1,L1,pretrained_minus_random,3,0.5833,0.6058,0.5833,-0.0224,-0.0267,-0.0193,,s7:-0.019;s17:-0.027;s27:-0.021
llama31_8b,P8_anomaly_location,balanced_accuracy,L1,pretrained_minus_random,3,0.1913,0.1685,0.1913,0.0228,0.0058,0.0542,,s7:+0.006;s17:+0.054;s27:+0.008
llama31_8b,P8_anomaly_location,macro_f1,L1,pretrained_minus_random,3,0.1876,0.1655,0.1876,0.0221,0.003,0.0489,,s7:+0.014;s17:+0.049;s27:+0.003
llama31_8b,P9_changepoint_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9466,0.9701,0.9466,-0.0234,-0.0312,-0.0156,,s7:-0.023;s17:-0.016;s27:-0.031
llama31_8b,P9_changepoint_present,macro_f1,L1,pretrained_minus_random,3,0.9465,0.97,0.9465,-0.0235,-0.0314,-0.0157,,s7:-0.023;s17:-0.016;s27:-0.031
llama31_8b,P10_changepoint_location,balanced_accuracy,p25,pretrained_minus_random,3,0.3469,0.3719,0.3469,-0.025,-0.0851,0.0293,,s7:-0.085;s17:-0.019;s27:+0.029
llama31_8b,P10_changepoint_location,macro_f1,p25,pretrained_minus_random,3,0.3272,0.3661,0.3272,-0.0389,-0.1059,0.0323,,s7:-0.106;s17:-0.043;s27:+0.032
llama31_8b,P1_trend_direction,balanced_accuracy,p25,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P1_trend_direction,macro_f1,p25,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P2_trend_strength,balanced_accuracy,p25,pretrained_minus_random,3,0.3848,0.3246,0.3848,0.0602,0.0304,0.0844,,s7:+0.030;s17:+0.066;s27:+0.084
llama31_8b,P2_trend_strength,macro_f1,p25,pretrained_minus_random,3,0.3781,0.3184,0.3781,0.0597,0.0258,0.0881,,s7:+0.026;s17:+0.065;s27:+0.088
llama31_8b,P2b_trend_strength_reg,r2,p25,pretrained_minus_random,3,-0.1819,-0.0417,-0.1819,-0.1402,-0.2257,-0.0845,,s7:-0.085;s17:-0.226;s27:-0.110
llama31_8b,P2b_trend_strength_reg,nmae,p25,pretrained_minus_random,3,0.8635,0.8371,0.8635,0.0263,-0.0033,0.0814,,s7:+0.001;s17:+0.081;s27:-0.003
llama31_8b,P3_periodicity_present,balanced_accuracy,p25,pretrained_minus_random,3,0.9792,0.9764,0.9792,0.0028,-0.0083,0.0125,,s7:-0.008;s17:+0.013;s27:+0.004
llama31_8b,P3_periodicity_present,macro_f1,p25,pretrained_minus_random,3,0.9801,0.9741,0.9801,0.006,-0.0064,0.0212,,s7:-0.006;s17:+0.021;s27:+0.003
llama31_8b,P4_dominant_period,balanced_accuracy,p25,pretrained_minus_random,3,0.6016,0.2788,0.6016,0.3228,0.2998,0.365,,s7:+0.300;s17:+0.365;s27:+0.304
llama31_8b,P4_dominant_period,macro_f1,p25,pretrained_minus_random,3,0.6002,0.2791,0.6002,0.3211,0.2961,0.3596,,s7:+0.296;s17:+0.360;s27:+0.308
llama31_8b,P4b_dominant_period_reg,r2,p25,pretrained_minus_random,3,0.9542,0.19,0.9542,0.7641,0.7428,0.7988,,s7:+0.799;s17:+0.743;s27:+0.751
llama31_8b,P4b_dominant_period_reg,nmae,p25,pretrained_minus_random,3,0.1661,0.7338,0.1661,-0.5677,-0.5884,-0.5516,,s7:-0.588;s17:-0.563;s27:-0.552
llama31_8b,P5_local_dependence,balanced_accuracy,p25,pretrained_minus_random,3,0.4653,0.3575,0.4653,0.1078,0.0811,0.1336,,s7:+0.109;s17:+0.081;s27:+0.134
llama31_8b,P5_local_dependence,macro_f1,p25,pretrained_minus_random,3,0.453,0.356,0.453,0.0969,0.0645,0.1189,,s7:+0.107;s17:+0.065;s27:+0.119
llama31_8b,P5b_local_dependence_reg,r2,p25,pretrained_minus_random,3,0.3357,-0.0041,0.3357,0.3398,0.2207,0.4618,,s7:+0.221;s17:+0.337;s27:+0.462
llama31_8b,P5b_local_dependence_reg,nmae,p25,pretrained_minus_random,3,0.6519,0.8335,0.6519,-0.1816,-0.2331,-0.1528,,s7:-0.153;s17:-0.159;s27:-0.233
llama31_8b,P6_noise_level,balanced_accuracy,p25,pretrained_minus_random,3,0.4526,0.4566,0.4526,-0.0039,-0.0385,0.0359,,s7:-0.039;s17:-0.009;s27:+0.036
llama31_8b,P6_noise_level,macro_f1,p25,pretrained_minus_random,3,0.4392,0.4539,0.4392,-0.0147,-0.0428,0.0181,,s7:-0.043;s17:-0.019;s27:+0.018
llama31_8b,P7_anomaly_present,balanced_accuracy,p25,pretrained_minus_random,3,0.7214,0.6276,0.7214,0.0938,0.0547,0.1367,,s7:+0.090;s17:+0.137;s27:+0.055
llama31_8b,P7_anomaly_present,macro_f1,p25,pretrained_minus_random,3,0.72,0.624,0.72,0.096,0.0544,0.1382,,s7:+0.095;s17:+0.138;s27:+0.054
llama31_8b,P8_anomaly_location,balanced_accuracy,p25,pretrained_minus_random,3,0.2162,0.2122,0.2162,0.004,-0.0244,0.0421,,s7:+0.042;s17:-0.024;s27:-0.006
llama31_8b,P8_anomaly_location,macro_f1,p25,pretrained_minus_random,3,0.2138,0.2066,0.2138,0.0072,-0.0264,0.0499,,s7:+0.050;s17:-0.026;s27:-0.002
llama31_8b,P9_changepoint_present,balanced_accuracy,p25,pretrained_minus_random,3,0.9648,0.9779,0.9648,-0.013,-0.0156,-0.0078,,s7:-0.016;s17:-0.008;s27:-0.016
llama31_8b,P9_changepoint_present,macro_f1,p25,pretrained_minus_random,3,0.9648,0.9779,0.9648,-0.0131,-0.0157,-0.0078,,s7:-0.016;s17:-0.008;s27:-0.016
llama31_8b,P10_changepoint_location,balanced_accuracy,p50,pretrained_minus_random,3,0.373,0.3579,0.373,0.0151,-0.0362,0.0437,,s7:-0.036;s17:+0.044;s27:+0.038
llama31_8b,P10_changepoint_location,macro_f1,p50,pretrained_minus_random,3,0.3622,0.3526,0.3622,0.0096,-0.0468,0.0422,,s7:-0.047;s17:+0.034;s27:+0.042
llama31_8b,P1_trend_direction,balanced_accuracy,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P1_trend_direction,macro_f1,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P2_trend_strength,balanced_accuracy,p50,pretrained_minus_random,3,0.3852,0.3215,0.3852,0.0636,0.043,0.081,,s7:+0.043;s17:+0.067;s27:+0.081
llama31_8b,P2_trend_strength,macro_f1,p50,pretrained_minus_random,3,0.3766,0.3164,0.3766,0.0602,0.0377,0.0788,,s7:+0.038;s17:+0.064;s27:+0.079
llama31_8b,P2b_trend_strength_reg,r2,p50,pretrained_minus_random,3,-0.24,-0.0587,-0.24,-0.1813,-0.3833,-0.0486,,s7:-0.112;s17:-0.383;s27:-0.049
llama31_8b,P2b_trend_strength_reg,nmae,p50,pretrained_minus_random,3,0.8799,0.8634,0.8799,0.0165,-0.0262,0.0752,,s7:+0.000;s17:+0.075;s27:-0.026
llama31_8b,P3_periodicity_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9771,0.9771,0.9771,0.0,-0.0021,0.0021,,s7:+0.000;s17:+0.002;s27:-0.002
llama31_8b,P3_periodicity_present,macro_f1,p50,pretrained_minus_random,3,0.9781,0.9771,0.9781,0.001,-0.0029,0.006,,s7:-0.003;s17:+0.006;s27:-0.000
llama31_8b,P4_dominant_period,balanced_accuracy,p50,pretrained_minus_random,3,0.7643,0.2724,0.7643,0.4919,0.4538,0.5169,,s7:+0.454;s17:+0.517;s27:+0.505
llama31_8b,P4_dominant_period,macro_f1,p50,pretrained_minus_random,3,0.7617,0.2728,0.7617,0.489,0.4507,0.5138,,s7:+0.451;s17:+0.514;s27:+0.502
llama31_8b,P4b_dominant_period_reg,r2,p50,pretrained_minus_random,3,0.9444,0.199,0.9444,0.7453,0.7247,0.7745,,s7:+0.737;s17:+0.775;s27:+0.725
llama31_8b,P4b_dominant_period_reg,nmae,p50,pretrained_minus_random,3,0.1813,0.7228,0.1813,-0.5415,-0.5597,-0.5306,,s7:-0.534;s17:-0.560;s27:-0.531
llama31_8b,P5_local_dependence,balanced_accuracy,p50,pretrained_minus_random,3,0.4536,0.3074,0.4536,0.1461,0.1018,0.2241,,s7:+0.102;s17:+0.113;s27:+0.224
llama31_8b,P5_local_dependence,macro_f1,p50,pretrained_minus_random,3,0.4353,0.307,0.4353,0.1283,0.0786,0.2091,,s7:+0.079;s17:+0.097;s27:+0.209
llama31_8b,P5b_local_dependence_reg,r2,p50,pretrained_minus_random,3,0.3881,0.003,0.3881,0.3851,0.3192,0.454,,s7:+0.319;s17:+0.382;s27:+0.454
llama31_8b,P5b_local_dependence_reg,nmae,p50,pretrained_minus_random,3,0.6205,0.8403,0.6205,-0.2199,-0.2445,-0.2044,,s7:-0.204;s17:-0.211;s27:-0.244
llama31_8b,P6_noise_level,balanced_accuracy,p50,pretrained_minus_random,3,0.5733,0.4574,0.5733,0.1159,0.0902,0.1301,,s7:+0.127;s17:+0.130;s27:+0.090
llama31_8b,P6_noise_level,macro_f1,p50,pretrained_minus_random,3,0.5703,0.4532,0.5703,0.1171,0.0917,0.1321,,s7:+0.128;s17:+0.132;s27:+0.092
llama31_8b,P7_anomaly_present,balanced_accuracy,p50,pretrained_minus_random,3,0.7734,0.6393,0.7734,0.1341,0.1133,0.1562,,s7:+0.133;s17:+0.113;s27:+0.156
llama31_8b,P7_anomaly_present,macro_f1,p50,pretrained_minus_random,3,0.7722,0.638,0.7722,0.1342,0.1121,0.156,,s7:+0.135;s17:+0.112;s27:+0.156
llama31_8b,P8_anomaly_location,balanced_accuracy,p50,pretrained_minus_random,3,0.245,0.2111,0.245,0.0339,0.0062,0.0806,,s7:+0.015;s17:+0.081;s27:+0.006
llama31_8b,P8_anomaly_location,macro_f1,p50,pretrained_minus_random,3,0.2457,0.2036,0.2457,0.0422,0.0182,0.0813,,s7:+0.027;s17:+0.081;s27:+0.018
llama31_8b,P9_changepoint_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9648,0.9766,0.9648,-0.0117,-0.0273,0.0039,,s7:+0.004;s17:-0.012;s27:-0.027
llama31_8b,P9_changepoint_present,macro_f1,p50,pretrained_minus_random,3,0.9648,0.9766,0.9648,-0.0117,-0.0273,0.0039,,s7:+0.004;s17:-0.012;s27:-0.027
llama31_8b,P10_changepoint_location,balanced_accuracy,p75,pretrained_minus_random,3,0.3194,0.3264,0.3194,-0.007,-0.0414,0.0224,,s7:-0.002;s17:-0.041;s27:+0.022
llama31_8b,P10_changepoint_location,macro_f1,p75,pretrained_minus_random,3,0.3092,0.3213,0.3092,-0.0121,-0.0434,0.025,,s7:-0.018;s17:-0.043;s27:+0.025
llama31_8b,P1_trend_direction,balanced_accuracy,p75,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P1_trend_direction,macro_f1,p75,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P2_trend_strength,balanced_accuracy,p75,pretrained_minus_random,3,0.389,0.3326,0.389,0.0564,0.024,0.0994,,s7:+0.024;s17:+0.099;s27:+0.046
llama31_8b,P2_trend_strength,macro_f1,p75,pretrained_minus_random,3,0.385,0.3288,0.385,0.0562,0.0214,0.1004,,s7:+0.021;s17:+0.100;s27:+0.047
llama31_8b,P2b_trend_strength_reg,r2,p75,pretrained_minus_random,3,-0.1843,-0.0467,-0.1843,-0.1376,-0.3237,0.0062,,s7:-0.095;s17:-0.324;s27:+0.006
llama31_8b,P2b_trend_strength_reg,nmae,p75,pretrained_minus_random,3,0.8545,0.8604,0.8545,-0.0059,-0.0463,0.0639,,s7:-0.035;s17:+0.064;s27:-0.046
llama31_8b,P3_periodicity_present,balanced_accuracy,p75,pretrained_minus_random,3,0.9757,0.9785,0.9757,-0.0028,-0.0042,0.0,,s7:+0.000;s17:-0.004;s27:-0.004
llama31_8b,P3_periodicity_present,macro_f1,p75,pretrained_minus_random,3,0.978,0.9781,0.978,-0.0001,-0.0032,0.0029,,s7:+0.003;s17:-0.003;s27:-0.000
llama31_8b,P4_dominant_period,balanced_accuracy,p75,pretrained_minus_random,3,0.7241,0.2486,0.7241,0.4756,0.4426,0.5132,,s7:+0.443;s17:+0.513;s27:+0.471
llama31_8b,P4_dominant_period,macro_f1,p75,pretrained_minus_random,3,0.7228,0.2481,0.7228,0.4747,0.444,0.5124,,s7:+0.444;s17:+0.512;s27:+0.468
llama31_8b,P4b_dominant_period_reg,r2,p75,pretrained_minus_random,3,0.9388,0.1708,0.9388,0.768,0.7383,0.7863,,s7:+0.738;s17:+0.786;s27:+0.779
llama31_8b,P4b_dominant_period_reg,nmae,p75,pretrained_minus_random,3,0.189,0.7455,0.189,-0.5566,-0.5626,-0.5498,,s7:-0.550;s17:-0.557;s27:-0.563
llama31_8b,P5_local_dependence,balanced_accuracy,p75,pretrained_minus_random,3,0.4958,0.3136,0.4958,0.1822,0.1079,0.2535,,s7:+0.108;s17:+0.185;s27:+0.254
llama31_8b,P5_local_dependence,macro_f1,p75,pretrained_minus_random,3,0.4827,0.311,0.4827,0.1717,0.1025,0.2297,,s7:+0.103;s17:+0.183;s27:+0.230
llama31_8b,P5b_local_dependence_reg,r2,p75,pretrained_minus_random,3,0.3564,0.0291,0.3564,0.3273,0.2628,0.3741,,s7:+0.263;s17:+0.374;s27:+0.345
llama31_8b,P5b_local_dependence_reg,nmae,p75,pretrained_minus_random,3,0.645,0.8344,0.645,-0.1895,-0.1924,-0.1877,,s7:-0.188;s17:-0.188;s27:-0.192
llama31_8b,P6_noise_level,balanced_accuracy,p75,pretrained_minus_random,3,0.4995,0.4468,0.4995,0.0527,0.0209,0.0974,,s7:+0.021;s17:+0.097;s27:+0.040
llama31_8b,P6_noise_level,macro_f1,p75,pretrained_minus_random,3,0.4985,0.4416,0.4985,0.0569,0.0233,0.1013,,s7:+0.023;s17:+0.101;s27:+0.046
llama31_8b,P7_anomaly_present,balanced_accuracy,p75,pretrained_minus_random,3,0.7656,0.6328,0.7656,0.1328,0.0977,0.1523,,s7:+0.098;s17:+0.152;s27:+0.148
llama31_8b,P7_anomaly_present,macro_f1,p75,pretrained_minus_random,3,0.7646,0.632,0.7646,0.1326,0.0985,0.1508,,s7:+0.099;s17:+0.151;s27:+0.149
llama31_8b,P8_anomaly_location,balanced_accuracy,p75,pretrained_minus_random,3,0.2169,0.1941,0.2169,0.0228,-0.0234,0.0668,,s7:+0.025;s17:+0.067;s27:-0.023
llama31_8b,P8_anomaly_location,macro_f1,p75,pretrained_minus_random,3,0.2146,0.1927,0.2146,0.0218,-0.0272,0.0672,,s7:+0.026;s17:+0.067;s27:-0.027
llama31_8b,P9_changepoint_present,balanced_accuracy,p75,pretrained_minus_random,3,0.9661,0.9779,0.9661,-0.0117,-0.0195,-0.0039,,s7:-0.004;s17:-0.012;s27:-0.020
llama31_8b,P9_changepoint_present,macro_f1,p75,pretrained_minus_random,3,0.9661,0.9779,0.9661,-0.0117,-0.0196,-0.0039,,s7:-0.004;s17:-0.012;s27:-0.020
llama31_8b,P10_changepoint_location,balanced_accuracy,final,pretrained_minus_random,3,0.3319,0.3471,0.3319,-0.0152,-0.0555,0.0345,,s7:-0.025;s17:-0.056;s27:+0.035
llama31_8b,P10_changepoint_location,macro_f1,final,pretrained_minus_random,3,0.3219,0.3444,0.3219,-0.0225,-0.0552,0.0396,,s7:-0.052;s17:-0.055;s27:+0.040
llama31_8b,P1_trend_direction,balanced_accuracy,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P1_trend_direction,macro_f1,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama31_8b,P2_trend_strength,balanced_accuracy,final,pretrained_minus_random,3,0.3846,0.3298,0.3846,0.0548,-0.0064,0.0959,,s7:+0.075;s17:+0.096;s27:-0.006
llama31_8b,P2_trend_strength,macro_f1,final,pretrained_minus_random,3,0.3764,0.3287,0.3764,0.0477,-0.0203,0.0951,,s7:+0.068;s17:+0.095;s27:-0.020
llama31_8b,P2b_trend_strength_reg,r2,final,pretrained_minus_random,3,-0.1332,-0.0304,-0.1332,-0.1028,-0.1576,-0.0138,,s7:-0.158;s17:-0.137;s27:-0.014
llama31_8b,P2b_trend_strength_reg,nmae,final,pretrained_minus_random,3,0.8517,0.8531,0.8517,-0.0014,-0.0237,0.0146,,s7:+0.005;s17:+0.015;s27:-0.024
llama31_8b,P3_periodicity_present,balanced_accuracy,final,pretrained_minus_random,3,0.9771,0.9819,0.9771,-0.0049,-0.0062,-0.0042,,s7:-0.004;s17:-0.006;s27:-0.004
llama31_8b,P3_periodicity_present,macro_f1,final,pretrained_minus_random,3,0.9781,0.9803,0.9781,-0.0022,-0.0062,-0.0001,,s7:-0.000;s17:-0.006;s27:-0.000
llama31_8b,P4_dominant_period,balanced_accuracy,final,pretrained_minus_random,3,0.6511,0.2588,0.6511,0.3923,0.3689,0.4176,,s7:+0.369;s17:+0.418;s27:+0.390
llama31_8b,P4_dominant_period,macro_f1,final,pretrained_minus_random,3,0.6463,0.2557,0.6463,0.3906,0.3695,0.416,,s7:+0.369;s17:+0.416;s27:+0.386
llama31_8b,P4b_dominant_period_reg,r2,final,pretrained_minus_random,3,0.925,0.1395,0.925,0.7855,0.7613,0.8181,,s7:+0.761;s17:+0.777;s27:+0.818
llama31_8b,P4b_dominant_period_reg,nmae,final,pretrained_minus_random,3,0.2028,0.765,0.2028,-0.5622,-0.5784,-0.5511,,s7:-0.557;s17:-0.551;s27:-0.578
llama31_8b,P5_local_dependence,balanced_accuracy,final,pretrained_minus_random,3,0.4816,0.3141,0.4816,0.1676,0.113,0.2573,,s7:+0.113;s17:+0.132;s27:+0.257
llama31_8b,P5_local_dependence,macro_f1,final,pretrained_minus_random,3,0.4645,0.3123,0.4645,0.1522,0.0992,0.2406,,s7:+0.099;s17:+0.117;s27:+0.241
llama31_8b,P5b_local_dependence_reg,r2,final,pretrained_minus_random,3,0.3221,0.0196,0.3221,0.3025,0.2959,0.3115,,s7:+0.296;s17:+0.300;s27:+0.311
llama31_8b,P5b_local_dependence_reg,nmae,final,pretrained_minus_random,3,0.6637,0.8411,0.6637,-0.1774,-0.1943,-0.1654,,s7:-0.194;s17:-0.165;s27:-0.172
llama31_8b,P6_noise_level,balanced_accuracy,final,pretrained_minus_random,3,0.5615,0.453,0.5615,0.1086,0.0707,0.1305,,s7:+0.124;s17:+0.130;s27:+0.071
llama31_8b,P6_noise_level,macro_f1,final,pretrained_minus_random,3,0.5613,0.4485,0.5613,0.1128,0.0736,0.1331,,s7:+0.132;s17:+0.133;s27:+0.074
llama31_8b,P7_anomaly_present,balanced_accuracy,final,pretrained_minus_random,3,0.7669,0.6354,0.7669,0.1315,0.1172,0.1523,,s7:+0.125;s17:+0.152;s27:+0.117
llama31_8b,P7_anomaly_present,macro_f1,final,pretrained_minus_random,3,0.766,0.6348,0.766,0.1312,0.1169,0.1517,,s7:+0.125;s17:+0.152;s27:+0.117
llama31_8b,P8_anomaly_location,balanced_accuracy,final,pretrained_minus_random,3,0.204,0.2025,0.204,0.0015,-0.0506,0.0697,,s7:-0.051;s17:+0.070;s27:-0.015
llama31_8b,P8_anomaly_location,macro_f1,final,pretrained_minus_random,3,0.2029,0.2025,0.2029,0.0005,-0.0408,0.0631,,s7:-0.041;s17:+0.063;s27:-0.021
llama31_8b,P9_changepoint_present,balanced_accuracy,final,pretrained_minus_random,3,0.9674,0.9753,0.9674,-0.0078,-0.0195,0.0039,,s7:+0.004;s17:-0.008;s27:-0.020
llama31_8b,P9_changepoint_present,macro_f1,final,pretrained_minus_random,3,0.9674,0.9752,0.9674,-0.0078,-0.0196,0.0039,,s7:+0.004;s17:-0.008;s27:-0.020
llama32_3b,P10_changepoint_location,balanced_accuracy,n/a,handcrafted,6,,,0.1859,,,,,
llama32_3b,P10_changepoint_location,macro_f1,n/a,handcrafted,6,,,0.1824,,,,,
llama32_3b,P1_trend_direction,balanced_accuracy,n/a,handcrafted,6,,,0.4849,,,,,
llama32_3b,P1_trend_direction,macro_f1,n/a,handcrafted,6,,,0.4841,,,,,
llama32_3b,P2_trend_strength,balanced_accuracy,n/a,handcrafted,6,,,0.4258,,,,,
llama32_3b,P2_trend_strength,macro_f1,n/a,handcrafted,6,,,0.4253,,,,,
llama32_3b,P2b_trend_strength_reg,r2,n/a,handcrafted,6,,,0.319,,,,,
llama32_3b,P2b_trend_strength_reg,nmae,n/a,handcrafted,6,,,0.6699,,,,,
llama32_3b,P3_periodicity_present,balanced_accuracy,n/a,handcrafted,6,,,0.9986,,,,,
llama32_3b,P3_periodicity_present,macro_f1,n/a,handcrafted,6,,,0.999,,,,,
llama32_3b,P4_dominant_period,balanced_accuracy,n/a,handcrafted,6,,,0.977,,,,,
llama32_3b,P4_dominant_period,macro_f1,n/a,handcrafted,6,,,0.9772,,,,,
llama32_3b,P4b_dominant_period_reg,r2,n/a,handcrafted,6,,,0.9213,,,,,
llama32_3b,P4b_dominant_period_reg,nmae,n/a,handcrafted,6,,,0.2233,,,,,
llama32_3b,P5_local_dependence,balanced_accuracy,n/a,handcrafted,6,,,0.5555,,,,,
llama32_3b,P5_local_dependence,macro_f1,n/a,handcrafted,6,,,0.5362,,,,,
llama32_3b,P5b_local_dependence_reg,r2,n/a,handcrafted,6,,,0.6624,,,,,
llama32_3b,P5b_local_dependence_reg,nmae,n/a,handcrafted,6,,,0.4572,,,,,
llama32_3b,P6_noise_level,balanced_accuracy,n/a,handcrafted,6,,,0.5013,,,,,
llama32_3b,P6_noise_level,macro_f1,n/a,handcrafted,6,,,0.4413,,,,,
llama32_3b,P7_anomaly_present,balanced_accuracy,n/a,handcrafted,6,,,0.7292,,,,,
llama32_3b,P7_anomaly_present,macro_f1,n/a,handcrafted,6,,,0.7283,,,,,
llama32_3b,P8_anomaly_location,balanced_accuracy,n/a,handcrafted,6,,,0.1508,,,,,
llama32_3b,P8_anomaly_location,macro_f1,n/a,handcrafted,6,,,0.1364,,,,,
llama32_3b,P9_changepoint_present,balanced_accuracy,n/a,handcrafted,6,,,0.8581,,,,,
llama32_3b,P9_changepoint_present,macro_f1,n/a,handcrafted,6,,,0.858,,,,,
llama32_3b,P10_changepoint_location,balanced_accuracy,L1,pretrained_minus_random,3,0.259,0.3346,0.259,-0.0756,-0.1129,-0.0323,,s7:-0.082;s17:-0.113;s27:-0.032
llama32_3b,P10_changepoint_location,macro_f1,L1,pretrained_minus_random,3,0.2426,0.3282,0.2426,-0.0857,-0.1018,-0.0614,,s7:-0.094;s17:-0.102;s27:-0.061
llama32_3b,P1_trend_direction,balanced_accuracy,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P1_trend_direction,macro_f1,L1,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
llama32_3b,P2_trend_strength,balanced_accuracy,L1,pretrained_minus_random,3,0.3019,0.3014,0.3019,0.0005,-0.0378,0.061,,s7:+0.061;s17:-0.038;s27:-0.022
llama32_3b,P2_trend_strength,macro_f1,L1,pretrained_minus_random,3,0.2987,0.2966,0.2987,0.0021,-0.0376,0.0588,,s7:+0.059;s17:-0.038;s27:-0.015
llama32_3b,P2b_trend_strength_reg,r2,L1,pretrained_minus_random,3,-0.4238,-0.8279,-0.4238,0.4042,0.232,0.499,,s7:+0.481;s17:+0.499;s27:+0.232
llama32_3b,P2b_trend_strength_reg,nmae,L1,pretrained_minus_random,3,0.9644,1.0897,0.9644,-0.1253,-0.1564,-0.0733,,s7:-0.146;s17:-0.156;s27:-0.073
llama32_3b,P3_periodicity_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9562,0.9681,0.9562,-0.0118,-0.05,0.0146,,s7:-0.050;s17:+0.015;s27:+0.000
llama32_3b,P3_periodicity_present,macro_f1,L1,pretrained_minus_random,3,0.9479,0.961,0.9479,-0.0131,-0.0545,0.0181,,s7:-0.054;s17:+0.018;s27:-0.003
llama32_3b,P4_dominant_period,balanced_accuracy,L1,pretrained_minus_random,3,0.1843,0.1863,0.1843,-0.002,-0.0411,0.0272,,s7:+0.027;s17:+0.008;s27:-0.041
llama32_3b,P4_dominant_period,macro_f1,L1,pretrained_minus_random,3,0.1835,0.1863,0.1835,-0.0027,-0.0398,0.0221,,s7:+0.022;s17:+0.009;s27:-0.040
llama32_3b,P4b_dominant_period_reg,r2,L1,pretrained_minus_random,3,-0.203,-0.9365,-0.203,0.7335,0.6141,0.799,,s7:+0.787;s17:+0.799;s27:+0.614
llama32_3b,P4b_dominant_period_reg,nmae,L1,pretrained_minus_random,3,0.8565,1.1111,0.8565,-0.2546,-0.2825,-0.2207,,s7:-0.282;s17:-0.261;s27:-0.221
llama32_3b,P5_local_dependence,balanced_accuracy,L1,pretrained_minus_random,3,0.288,0.2932,0.288,-0.0052,-0.0627,0.0434,,s7:+0.004;s17:-0.063;s27:+0.043
llama32_3b,P5_local_dependence,macro_f1,L1,pretrained_minus_random,3,0.2862,0.2885,0.2862,-0.0023,-0.059,0.0419,,s7:+0.010;s17:-0.059;s27:+0.042
llama32_3b,P5b_local_dependence_reg,r2,L1,pretrained_minus_random,3,-0.5872,-0.9947,-0.5872,0.4076,0.2386,0.6454,,s7:+0.645;s17:+0.339;s27:+0.239
llama32_3b,P5b_local_dependence_reg,nmae,L1,pretrained_minus_random,3,1.0257,1.1245,1.0257,-0.0988,-0.1931,-0.037,,s7:-0.193;s17:-0.066;s27:-0.037
llama32_3b,P6_noise_level,balanced_accuracy,L1,pretrained_minus_random,3,0.3902,0.4599,0.3902,-0.0697,-0.114,-0.0408,,s7:-0.114;s17:-0.041;s27:-0.054
llama32_3b,P6_noise_level,macro_f1,L1,pretrained_minus_random,3,0.3691,0.4582,0.3691,-0.0892,-0.134,-0.066,,s7:-0.134;s17:-0.066;s27:-0.068
llama32_3b,P7_anomaly_present,balanced_accuracy,L1,pretrained_minus_random,3,0.5612,0.5964,0.5612,-0.0352,-0.0508,-0.0078,,s7:-0.051;s17:-0.008;s27:-0.047
llama32_3b,P7_anomaly_present,macro_f1,L1,pretrained_minus_random,3,0.5567,0.5953,0.5567,-0.0386,-0.0516,-0.0138,,s7:-0.052;s17:-0.014;s27:-0.050
